Rank,feature,q_anova,q_kw,log_q_anova,log_q_kw,score_min,score_max,score_geomean
3507,GYRO_X__time_reversal_asymmetry_statistic__lag_1,0.7492424987054742,1.5343936340621623e-06,0.12537759644655222,5.814063211983507,1.5343936340621623e-06,0.7492424987054742,0.0010722093640621255
3508,GYRO_Z__partial_autocorrelation__lag_4,0.7492567593123249,8.279428444875201e-06,0.1253693304393041,5.0819996429016445,8.279428444875201e-06,0.7492567593123249,0.0024906661208531095
3509,"GYRO_Z__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",0.7524512121527566,6.72538134945174e-29,0.12352165384672506,28.172283084817458,6.72538134945174e-29,0.7524512121527566,7.113734145007461e-15
3510,GYRO_Z__partial_autocorrelation__lag_3,0.7555077454997409,1.8707783625682854e-14,0.12176107889536757,13.727977661786593,1.8707783625682854e-14,0.7555077454997409,1.188859765924334e-07
3511,"MMA_Y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",0.7703139059887373,1.7814244565581411e-06,0.11333226202499488,5.749232589701159,1.7814244565581411e-06,0.7703139059887373,0.0011714333234781932
3512,"GYRO_Y__fft_coefficient__attr_""real""__coeff_82",0.7710665728575619,0.0404310150466213,0.11290812392501409,1.3932853552873297,0.0404310150466213,0.7710665728575619,0.17656444774968375
3513,"MMA_Y__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.7722781491501328,5.31345886275181e-69,0.11222625292256573,68.27462267741683,5.31345886275181e-69,0.7722781491501328,6.405831855513643e-35
3514,"GYRO_Y__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",0.7740697337688448,5.48769940592363e-111,0.1112199131842576,110.26060968555277,5.48769940592363e-111,0.7740697337688448,6.517562441700695e-56
3515,"MMA_Y__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",0.7780534184515427,2.4694273553319753e-81,0.1089905848325148,80.60740374522322,2.4694273553319753e-81,0.7780534184515427,4.383316547357487e-41
3516,ADXL_X__permutation_entropy__dimension_4__tau_1,0.7796484346292339,1.068626579527189e-06,0.10810118874526616,5.9711740279835155,1.068626579527189e-06,0.7796484346292339,0.000912772173070348
3517,"MMA_Z__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",0.7844646686954758,0.0468509637906678,0.10542661171519577,1.3292814706318394,0.0468509637906678,0.7844646686954758,0.1917105260232467
3518,"ADXL_Y__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",0.7872455156178747,7.558398219653722e-103,0.10388980455354442,102.12157023069868,7.558398219653722e-103,0.7872455156178747,7.713828558943037e-52
3519,"MMA_Y__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",0.7888799513370233,3.1257493315393386e-81,0.10298908099672868,80.50504585302646,3.1257493315393386e-81,0.7888799513370233,4.96572349266095e-41
3520,"GYRO_X__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",0.7925952575815879,7.201257516835045e-18,0.1009485305538213,17.142591658438803,7.201257516835045e-18,0.7925952575815879,2.3890756698914372e-09
3521,"ADXL_Z__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",0.7962656011233946,9.308903290890702e-38,0.0989420455006424,37.0311014815074,9.308903290890702e-38,0.7962656011233946,2.722564870617527e-19
3522,"GYRO_Y__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",0.8047737037300621,4.030664800046952e-128,0.0943262227845547,127.39462331733765,4.030664800046952e-128,0.8047737037300621,1.8010477616177132e-64
3523,"GYRO_Y__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",0.8047737037300621,9.995955733684512e-09,0.0943262227845547,8.000175675780794,9.995955733684512e-09,0.8047737037300621,8.969103811484755e-05
3524,"MMA_Y__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",0.8063665934649998,5.701940971126699e-74,0.0934674726821979,73.24397728300107,5.701940971126699e-74,0.8063665934649998,2.1442608789571172e-37
3525,"GYRO_X__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",0.8064911270693537,6.361905182242398e-64,0.09340040631099691,63.19641280790011,6.361905182242398e-64,0.8064911270693537,2.2651313605914853e-32
3526,"ADXL_Y__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",0.8079411998676116,2.962425668661785e-111,0.0926202450450375,110.52835253789155,2.962425668661785e-111,0.8079411998676116,4.89230594838182e-56
3527,"GYRO_Z__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",0.8127091401851225,6.3766056563569065e-25,0.09006485589914373,24.195410439930363,6.3766056563569065e-25,0.8127091401851225,7.198837197962883e-13
3528,"ADXL_Y__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",0.8150070823020982,1.565964889232926e-118,0.08883861728289921,117.8052179795599,1.565964889232926e-118,0.8150070823020982,1.1297223001079758e-59
3529,"MMA_Y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",0.8209192892341983,0.0010100422857644,0.08569953954716875,2.995660443950309,0.0010100422857644,0.8209192892341983,0.0287951939622951
3530,"GYRO_Y__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",0.8255153882470343,2.662946568877764e-107,0.08327482673978921,106.57463754744553,2.662946568877764e-107,0.8255153882470343,4.6886067980672417e-54
3531,"GYRO_Z__fft_coefficient__attr_""real""__coeff_72",0.82563897009583,0.0388087874777804,0.08320981656696752,1.4110699259261885,0.0388087874777804,0.82563897009583,0.17900292546163193
3532,"GYRO_Z__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",0.8356376960346665,6.948469421997376e-08,0.07798197700840723,7.158110849335965,6.948469421997376e-08,0.8356376960346665,0.00024096478951841113
3533,"GYRO_Z__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",0.8429254210297215,6.697426185529301e-06,0.07421084846903764,5.1740920641914165,6.697426185529301e-06,0.8429254210297215,0.0023760115292760613
3534,"ADXL_X__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",0.8439591696134995,0.0008260116810295,0.07367856384885621,3.0830138110684984,0.0008260116810295,0.8439591696134995,0.026403032636663305
3535,"ADXL_X__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",0.8478987472318663,3.3844510546104427e-05,0.07165600640360055,4.4705117622186075,3.3844510546104427e-05,0.8478987472318663,0.005356931779733398
3536,"ADXL_Y__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",0.8517014111971553,0.0279480655349512,0.06971263316468387,1.5536482470466373,0.0279480655349512,0.8517014111971553,0.15428352749515586
3537,"GYRO_Y__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",0.8527359059335594,0.0079778147924423,0.06918544990457731,2.098116050196393,0.0079778147924423,0.8527359059335594,0.08248011350867211
3538,"ADXL_Y__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",0.8528846056879724,2.7119020911250245e-111,0.06910972440464866,110.56672599402758,2.7119020911250245e-111,0.8528846056879724,4.8093030115117035e-56
3539,ADXL_X__permutation_entropy__dimension_3__tau_1,0.8564523568129124,5.2484796168773324e-08,0.06729679119088348,7.279966485094715,5.2484796168773324e-08,0.8564523568129124,0.000212015865858174
3540,"GYRO_Y__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",0.8574422813770598,6.704495056709145e-103,0.06679510478153479,102.1736339250969,6.704495056709145e-103,0.8574422813770598,7.582029765772428e-52
3541,"ADXL_X__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.8579362888959995,0.0015240468773491,0.06654496204436477,2.8170016745574826,0.0015240468773491,0.8579362888959995,0.03615985511664038
3542,ADXL_X__mean_abs_change,0.8579362888959995,0.0015240468773491,0.06654496204436477,2.8170016745574826,0.0015240468773491,0.8579362888959995,0.03615985511664038
3543,"ADXL_Y__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.8602373373114635,1.6274777788717246e-106,0.06538171147219633,105.78848493245518,1.6274777788717246e-106,0.8602373373114635,1.183223204230794e-53
3544,"ADXL_Z__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",0.8604729907507213,0.0099517484803888,0.06526275712260945,2.0021006088348887,0.0099517484803888,0.8604729907507213,0.09253761817833381
3545,"MMA_X__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",0.8609755268400371,0.0048276534321912,0.06500919315654635,2.3162639146081054,0.0048276534321912,0.8609755268400371,0.06447085742552158
